nodename	pmid	model	k	BF as int	UF	EUF	EUCF	UCF	EF	ECF	NCF	Chain	Chain_1	bias	Chain-U
v_ERa	19118495	3	2	7	True	True	True	True	True	True	True	False	True	3	True
v_ErbB1	19118495	3	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ErbB1_2	19118495	3	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ErbB1_3	19118495	3	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ErbB2	19118495	3	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ErbB2_3	19118495	3	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ErbB3	19118495	3	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IGF1R	19118495	3	3	76	True	True	True	True	True	True	True	False	True	3	True
v_MEK1	19118495	3	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_cMYC	19118495	3	3	127	True	True	True	True	True	True	True	False	True	7	True
v_p21	19118495	3	4	8192	True	True	True	True	True	True	True	False	True	1	True
v_p27	19118495	3	5	536870912	True	True	True	True	True	True	True	False	True	1	True
v_pRB	19118495	3	3	17	True	False	False	True	False	False	False	False	False	2	False
v_ADD	22267503	5	5	67947724	True	True	True	True	True	True	True	False	False	11	False
v_ATM	22267503	5	3	42	True	True	True	True	True	True	True	False	True	3	True
v_ATR	22267503	5	4	10922	True	True	True	True	True	True	True	False	True	7	True
v_BRCA1	22267503	5	5	71582788	True	True	True	True	True	True	True	False	False	7	False
v_CHK1	22267503	5	4	19660	True	True	True	True	True	True	True	False	True	7	True
v_CHK2	22267503	5	4	19660	True	True	True	True	True	True	True	False	True	7	True
v_CHKREC	22267503	5	7	329643350694937593913904043882583097344	True	True	True	True	True	True	True	False	True	57	True
v_DNAPK	22267503	5	3	2	True	True	True	True	True	True	True	True	False	1	True
v_DSB	22267503	5	5	1086374080	True	True	True	True	True	True	True	False	True	7	True
v_FAN1	22267503	5	2	1	True	True	True	True	True	True	True	True	False	1	True
v_FANCD1N	22267503	5	4	563	True	True	True	True	True	True	True	False	False	5	False
v_FANCD2I	22267503	5	6	573988187802122	True	True	True	True	True	True	True	False	False	13	False
v_FANCJBRCA1	22267503	5	4	1911	True	True	True	True	True	True	False	False	False	9	False
v_FANCM	22267503	5	2	2	True	True	True	True	True	True	True	True	True	1	True
v_FAcore	22267503	5	4	546	True	True	True	True	True	True	True	False	False	3	False
v_H2AX	22267503	5	5	273698896	True	True	True	True	True	True	True	False	False	7	False
v_HRR	22267503	5	5	256	True	True	True	True	True	True	True	True	False	1	True
v_ICL	22267503	5	2	4	True	True	True	True	True	True	True	True	True	1	True
v_KU	22267503	5	4	128	True	True	True	True	True	True	True	False	True	1	True
v_MRN	22267503	5	6	11010048	True	True	True	True	True	True	True	False	False	3	False
v_MUS81	22267503	5	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NHEJ	22267503	5	9	11756616365481441454787207326475574060568034299009443976854872221235787141526310224791404732724271529332191096054868096129509429199167815680	True	True	True	True	True	True	False	False	False	63	False
v_PCNATLS	22267503	5	4	160	True	False	False	True	False	False	False	False	False	2	False
v_RAD51	22267503	5	3	2	True	True	True	True	True	True	True	True	False	1	True
v_USP1	22267503	5	4	17484	True	True	True	True	True	True	True	False	False	5	False
v_XPF	22267503	5	6	3679778519502631696	True	True	True	True	True	True	True	True	False	23	True
v_p53	22267503	5	6	4919132337239510220	True	True	True	True	True	True	False	False	False	23	False
v_ssDNARPA	22267503	5	6	538976416	True	True	True	True	True	True	True	False	False	5	False
v_AP1	22962472	6	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ATF2	22962472	6	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Akt	22962472	6	2	4	True	True	True	True	True	True	True	True	True	1	True
v_C3G	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CCL20	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CDK2	22962472	6	3	50	True	True	True	True	True	True	True	True	False	3	True
v_CDKN1A	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CDKN2A	22962472	6	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CREB	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CRKL	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CTGF	22962472	6	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Ca	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Cdc42_Rac1	22962472	6	3	1	True	True	True	True	True	True	True	True	False	1	True
v_CellMigration	22962472	6	4	1	True	True	True	True	True	True	True	True	False	1	True
v_CyclinD	22962472	6	2	7	True	True	True	True	True	True	True	False	True	3	True
v_DAG	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DOCK180	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ECM	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_EGFR	22962472	6	2	7	True	True	True	True	True	True	True	False	True	3	True
v_EGR1	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ETS	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Elk1	22962472	6	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Erk	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Fak	22962472	6	3	16	True	True	True	True	True	True	True	True	False	1	True
v_Grb2	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_HBEGF	22962472	6	2	7	True	True	True	True	True	True	True	False	True	3	True
v_IL8	22962472	6	2	7	True	True	True	True	True	True	True	False	True	3	True
v_IP3	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Integrins	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_JNK	22962472	6	3	31	True	True	True	True	True	True	True	False	False	5	False
v_MET	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MLK3	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MMP1_10	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Mek	22962472	6	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Mekk1	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Mekk4	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Mekk7	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Mkk3	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Mkk4	22962472	6	3	127	True	True	True	True	True	True	True	False	True	7	True
v_Mkk6	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PAK1	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PAK2	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PAK3	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PI3K	22962472	6	3	55	True	True	True	True	True	True	True	False	False	5	False
v_PKC	22962472	6	3	16	True	True	True	True	True	True	True	True	False	1	True
v_PLC_g	22962472	6	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PTGS2	22962472	6	3	55	True	True	True	True	True	True	True	False	False	5	False
v_Plasmin	22962472	6	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Proliferation	22962472	6	2	1	True	True	True	True	True	True	True	True	False	1	True
v_RSK	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Raf	22962472	6	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Rap1	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Ras	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SOS	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_STAT3	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Shc	22962472	6	3	127	True	True	True	True	True	True	True	False	True	7	True
v_cFOS	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_cJUN	22962472	6	2	1	True	True	True	True	True	True	True	True	False	1	True
v_cMYC	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_p38	22962472	6	4	4351	True	True	True	True	True	True	True	False	False	9	False
v_uPA	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_uPAR	22962472	6	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Coup_fti	20862356	7	2	8	True	True	True	True	True	True	True	False	True	1	True
v_Emx2	20862356	7	4	128	True	True	True	True	True	True	True	False	True	1	True
v_Fgf8	20862356	7	3	16	True	True	True	True	True	True	True	True	False	1	True
v_Pax6	20862356	7	3	64	True	True	True	True	True	True	True	False	True	1	True
v_Sp8	20862356	7	2	4	True	True	True	True	True	True	True	True	True	1	True
v_ATP	20221256	8	1	2	True	True	True	True	True	True	True	True	True	1	True
v_BAX	20221256	8	2	4	True	True	True	True	True	True	True	True	True	1	True
v_BCL2	20221256	8	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CASP3	20221256	8	2	4	True	True	True	True	True	True	True	True	True	1	True
v_CASP8	20221256	8	4	19660	True	True	True	True	True	True	True	False	True	7	True
v_Cyt_c	20221256	8	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DISC_FAS	20221256	8	2	1	True	True	True	True	True	True	True	True	False	1	True
v_DISC_TNF	20221256	8	2	1	True	True	True	True	True	True	True	True	False	1	True
v_IKK	20221256	8	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MOMP	20221256	8	2	7	True	True	True	True	True	True	True	False	True	3	True
v_MPT	20221256	8	2	2	True	True	True	True	True	True	True	True	True	1	True
v_NFkB	20221256	8	2	2	True	True	True	True	True	True	True	True	True	1	True
v_NonACD	20221256	8	1	2	True	True	True	True	True	True	True	True	True	1	True
v_RIP1	20221256	8	3	76	True	True	True	True	True	True	True	False	True	3	True
v_RIP1k	20221256	8	1	1	True	True	True	True	True	True	True	True	True	1	True
v_RIP1ub	20221256	8	2	1	True	True	True	True	True	True	True	True	False	1	True
v_ROS	20221256	8	3	76	True	True	True	True	True	True	True	False	True	3	True
v_SMAC	20221256	8	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TNFR	20221256	8	1	1	True	True	True	True	True	True	True	True	True	1	True
v_XIAP	20221256	8	2	4	True	True	True	True	True	True	True	True	True	1	True
v_apoptosis	20221256	8	1	1	True	True	True	True	True	True	True	True	True	1	True
v_apoptosome	20221256	8	3	4	True	True	True	True	True	True	True	True	False	1	True
v_cFLIP	20221256	8	1	1	True	True	True	True	True	True	True	True	True	1	True
v_cIAP	20221256	8	3	112	True	True	True	True	True	True	True	False	True	3	True
v_survival	20221256	8	1	1	True	True	True	True	True	True	True	True	True	1	True
v_AIF1_MT	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_AIF1_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_AdenylateCyclase	23233838	9	2	7	True	True	True	True	True	True	True	False	True	3	True
v_BIR1	23233838	9	1	2	True	True	True	True	True	True	True	True	True	1	True
v_CAMP	23233838	9	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CDC48	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CDC6	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CytC_CYT	23233838	9	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CytC_MT	23233838	9	2	7	True	True	True	True	True	True	True	False	True	3	True
v_DNA_Frag	23233838	9	2	11	True	True	True	True	True	True	True	True	True	3	True
v_DRE2_TAH18	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DesCyclinCCDK8	23233838	9	1	2	True	True	True	True	True	True	True	True	True	1	True
v_EMC4	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ESP1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_FIS1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_FVY10	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_H2B	23233838	9	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_HOG1	23233838	9	3	239	True	True	True	True	True	True	True	True	False	7	True
v_HOG1_Dep	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_HOS3	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_KAP123	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MAPK	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MCD1_MT	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MCD1_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MDV1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MEC1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MMI1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MSN2_4	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MT_ALT	23233838	9	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_MT_Frag	23233838	9	5	1979658495	True	True	True	True	True	True	False	False	False	23	False
v_NDI1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NMA111_CYT	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NMA111_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NUC1_MT	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NUC1_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PKA	23233838	9	2	7	True	True	True	True	True	True	True	False	True	3	True
v_POR1_2	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PTP2	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PTP3	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Protosom	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_RAS2	23233838	9	2	7	True	True	True	True	True	True	True	False	True	3	True
v_RLM1	23233838	9	2	7	True	True	True	True	True	True	True	False	True	3	True
v_ROS_MT	23233838	9	2	4	True	True	True	True	True	True	True	True	True	1	True
v_RPD3	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SDP1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SLT2	23233838	9	5	4293918719	True	True	True	True	True	True	True	False	False	31	False
v_SNO1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SOD1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SOD2	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SRO7	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_STE20_CYT	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_STE20_NUC	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_STM1_CYT	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_STM1_NUC	23233838	9	2	2	True	True	True	True	True	True	True	True	True	1	True
v_SVF1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TOR1	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Tat_D	23233838	9	1	1	True	True	True	True	True	True	True	True	True	1	True
v_YCA1	23233838	9	7	169144262463630544827009448420673847295	True	True	True	True	True	True	True	False	True	125	True
v_Bmp2	23056457	10	2	4	True	True	True	True	True	True	True	True	True	1	True
v_Dkk1	23056457	10	3	93	True	True	True	True	True	True	True	False	True	5	True
v_Fgf8	23056457	10	3	42	True	True	True	True	True	True	True	False	True	3	True
v_Foxc1_2	23056457	10	2	1	True	True	True	True	True	True	True	True	False	1	True
v_GATAs	23056457	10	3	127	True	True	True	True	True	True	True	False	True	7	True
v_Isl1	23056457	10	5	536870911	True	True	True	True	True	True	True	False	False	29	False
v_Mesp1	23056457	10	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Nkx2_5	23056457	10	7	158798448673953643329008280872824078335	True	True	True	True	True	True	False	False	False	113	False
v_Tbx1	23056457	10	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Tbx5	23056457	10	6	2351055615081619616	True	True	True	True	True	True	True	False	True	13	True
v_canWnt	23056457	10	1	1	True	True	True	True	True	True	True	True	True	1	True
v_exogen_BMP2_II	23056457	10	1	1	True	True	True	True	True	True	True	True	True	1	True
v_exogen_canWnt_II	23056457	10	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ABI1	16968132	11	3	64	True	True	True	True	True	True	True	False	True	1	True
v_ADPRc	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_AGB1	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Actin	16968132	11	2	11	True	True	True	True	True	True	True	True	True	3	True
v_AnionEM	16968132	11	3	77	True	True	True	True	True	True	False	False	False	4	False
v_Atrboh	16968132	11	4	256	True	True	True	True	True	True	True	True	False	1	True
v_CIS	16968132	11	4	855	True	True	True	True	True	True	False	False	False	7	False
v_Ca2_ATPase	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Ca2_c	16968132	11	3	42	True	True	True	True	True	True	True	False	True	3	True
v_CaIM	16968132	11	4	52420	True	True	True	True	True	True	True	False	False	7	False
v_Closure	16968132	11	5	42	True	True	True	True	True	True	True	False	False	3	False
v_Depolar	16968132	11	5	4227858431	True	True	True	True	True	True	True	False	False	31	False
v_GC	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_GPA1	16968132	11	3	49	True	True	True	True	True	True	True	True	False	3	True
v_HTPase	16968132	11	3	128	True	True	True	True	True	True	True	False	True	1	True
v_InsP3	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_InsP6	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_InsPK	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_KAP	16968132	11	3	50	True	True	True	True	True	True	True	True	False	3	True
v_KEV	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_KOUT	16968132	11	4	3853	True	True	True	True	True	True	True	True	False	7	True
v_Malate	16968132	11	3	32	True	True	True	True	True	True	True	False	True	1	True
v_NIA12	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NO	16968132	11	2	1	True	True	True	True	True	True	True	True	False	1	True
v_NOS	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_OST1	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PA	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PEPC	16968132	11	1	2	True	True	True	True	True	True	True	True	True	1	True
v_PLC	16968132	11	2	1	True	True	True	True	True	True	True	True	False	1	True
v_PLD	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_RAC1	16968132	11	2	8	True	True	True	True	True	True	True	False	True	1	True
v_RCN1	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ROP10	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ROP2	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ROS	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_S1P	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SphK	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_cADPR	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_cGMP	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_pH	16968132	11	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Dummy	17722974	12	6	256	True	True	True	True	True	True	True	True	False	1	True
v_abl	17722974	12	2	7	True	True	True	True	True	True	True	False	True	3	True
